id,created_at,seller_id,name,description,price,is_active,slug,normal_price,badge_label,highlights,service_category_id,service_sub_category_id,service_duration,images
102000000151,2026-03-10 13:00:00+00,30123650001,AC Repair Inspection,Professional service to keep everything running smoothly.,99.00,true,ac-repair-inspection-151,149.00,,"[""Top Rated"",""Guarantee""]",1,1,30 mins,"[""https://picsum.photos/400""]"
102000000152,2026-03-10 13:00:00+00,110010100001,AC Minor Fix,Professional service to keep everything running smoothly.,199.00,true,ac-minor-fix-152,299.00,Value,"[""Top Rated"",""Guarantee""]",1,1,1 Hour,"[""https://picsum.photos/400""]"
102000000153,2026-03-10 13:00:00+00,30123650001,AC Major Repair,Professional service to keep everything running smoothly.,599.00,true,ac-major-repair-153,799.00,,"[""Top Rated"",""Guarantee""]",1,1,2 Hour,"[""https://picsum.photos/400""]"
102000000154,2026-03-10 13:00:00+00,110010100001,AC Component Replacement,Professional service to keep everything running smoothly.,899.00,true,ac-component-replacement-154,1199.00,,"[""Top Rated"",""Guarantee""]",1,1,3 Hour,"[""https://picsum.photos/400""]"
102000000155,2026-03-10 13:00:00+00,30123650001,AC Complete Installation,Professional service to keep everything running smoothly.,1299.00,true,ac-complete-installation-155,1599.00,Bestseller,"[""Top Rated"",""Guarantee""]",1,1,4 Hour,"[""https://picsum.photos/400""]"
102000000156,2026-03-10 13:00:00+00,110010100001,AC Uninstallation Service,Professional service to keep everything running smoothly.,399.00,true,ac-uninstallation-service-156,599.00,,"[""Top Rated"",""Guarantee""]",1,1,1 Hour,"[""https://picsum.photos/400""]"
102000000157,2026-03-10 13:00:00+00,30123650001,AC Annual Maintenance Contract,Professional service to keep everything running smoothly.,2499.00,true,ac-annual-maintenance-contract-157,2999.00,Premium,"[""Top Rated"",""Guarantee""]",1,1,1 Hour,"[""https://picsum.photos/400""]"
102000000158,2026-03-10 13:00:00+00,110010100001,AC Emergency Night Service,Professional service to keep everything running smoothly.,499.00,true,ac-emergency-night-service-158,699.00,Urgent,"[""Top Rated"",""Guarantee""]",1,1,1 Hour,"[""https://picsum.photos/400""]"
102000000159,2026-03-10 13:00:00+00,30123650001,AC Weekend Special Service,Professional service to keep everything running smoothly.,299.00,true,ac-weekend-special-service-159,399.00,,"[""Top Rated"",""Guarantee""]",1,1,1 Hour,"[""https://picsum.photos/400""]"
102000000160,2026-03-10 13:00:00+00,110010100001,AC Festive Cleaning,Professional service to keep everything running smoothly.,349.00,true,ac-festive-cleaning-160,499.00,Offer,"[""Top Rated"",""Guarantee""]",1,1,90 mins,"[""https://picsum.photos/400""]"
102000000161,2026-03-10 13:00:00+00,30123650001,AC Smart Upgrade,Professional service to keep everything running smoothly.,999.00,true,ac-smart-upgrade-161,1299.00,,"[""Top Rated"",""Guarantee""]",1,1,2 Hour,"[""https://picsum.photos/400""]"
102000000162,2026-03-10 13:00:00+00,110010100001,AC Eco-Friendly Cleaning,Professional service to keep everything running smoothly.,449.00,true,ac-eco-friendly-cleaning-162,599.00,Green,"[""Top Rated"",""Guarantee""]",1,1,1 Hour,"[""https://picsum.photos/400""]"
102000000163,2026-03-10 13:00:00+00,30123650001,AC Deep Sanitization,Professional service to keep everything running smoothly.,399.00,true,ac-deep-sanitization-163,549.00,,"[""Top Rated"",""Guarantee""]",1,1,1 Hour,"[""https://picsum.photos/400""]"
102000000164,2026-03-10 13:00:00+00,110010100001,AC Quick Fix 15 Mins,Professional service to keep everything running smoothly.,149.00,true,ac-quick-fix-15-mins-164,199.00,Fast,"[""Top Rated"",""Guarantee""]",1,1,15 mins,"[""https://picsum.photos/400""]"
102000000165,2026-03-10 13:00:00+00,30123650001,AC Premium Care Package,Professional service to keep everything running smoothly.,799.00,true,ac-premium-care-package-165,999.00,,"[""Top Rated"",""Guarantee""]",1,1,2 Hour,"[""https://picsum.photos/400""]"
102000000166,2026-03-10 13:00:00+00,110010100001,AC Budget Friendly Repair,Professional service to keep everything running smoothly.,249.00,true,ac-budget-friendly-repair-166,349.00,Budget,"[""Top Rated"",""Guarantee""]",1,1,1 Hour,"[""https://picsum.photos/400""]"
102000000167,2026-03-10 13:00:00+00,30123650001,AC Express Diagnostic,Professional service to keep everything running smoothly.,129.00,true,ac-express-diagnostic-167,199.00,,"[""Top Rated"",""Guarantee""]",1,1,30 mins,"[""https://picsum.photos/400""]"
102000000168,2026-03-10 13:00:00+00,110010100001,AC Heavy Duty Repair,Professional service to keep everything running smoothly.,1199.00,true,ac-heavy-duty-repair-168,1499.00,Pro,"[""Top Rated"",""Guarantee""]",1,1,4 Hour,"[""https://picsum.photos/400""]"
102000000169,2026-03-10 13:00:00+00,30123650001,AC Moving Relocation Setup,Professional service to keep everything running smoothly.,899.00,true,ac-moving-relocation-setup-169,1199.00,,"[""Top Rated"",""Guarantee""]",1,1,3 Hour,"[""https://picsum.photos/400""]"
102000000170,2026-03-10 13:00:00+00,110010100001,AC Consultation & Advice,Professional service to keep everything running smoothly.,49.00,true,ac-consultation-advice-170,99.00,Online,"[""Top Rated"",""Guarantee""]",1,1,30 mins,"[""https://picsum.photos/400""]"
102000000171,2026-03-10 13:00:00+00,30123650001,Electrician Inspection,Professional service to keep everything running smoothly.,99.00,true,electrician-inspection-171,149.00,,"[""Top Rated"",""Guarantee""]",1,2,30 mins,"[""https://picsum.photos/400""]"
102000000172,2026-03-10 13:00:00+00,110010100001,Electrician Minor Fix,Professional service to keep everything running smoothly.,199.00,true,electrician-minor-fix-172,299.00,Value,"[""Top Rated"",""Guarantee""]",1,2,1 Hour,"[""https://picsum.photos/400""]"
102000000173,2026-03-10 13:00:00+00,30123650001,Electrician Major Repair,Professional service to keep everything running smoothly.,599.00,true,electrician-major-repair-173,799.00,,"[""Top Rated"",""Guarantee""]",1,2,2 Hour,"[""https://picsum.photos/400""]"
102000000174,2026-03-10 13:00:00+00,110010100001,Electrician Component Replacement,Professional service to keep everything running smoothly.,899.00,true,electrician-component-replacement-174,1199.00,,"[""Top Rated"",""Guarantee""]",1,2,3 Hour,"[""https://picsum.photos/400""]"
102000000175,2026-03-10 13:00:00+00,30123650001,Electrician Complete Installation,Professional service to keep everything running smoothly.,1299.00,true,electrician-complete-installation-175,1599.00,Bestseller,"[""Top Rated"",""Guarantee""]",1,2,4 Hour,"[""https://picsum.photos/400""]"
102000000176,2026-03-10 13:00:00+00,110010100001,Electrician Uninstallation Service,Professional service to keep everything running smoothly.,399.00,true,electrician-uninstallation-service-176,599.00,,"[""Top Rated"",""Guarantee""]",1,2,1 Hour,"[""https://picsum.photos/400""]"
102000000177,2026-03-10 13:00:00+00,30123650001,Electrician Annual Maintenance Contract,Professional service to keep everything running smoothly.,2499.00,true,electrician-annual-maintenance-contract-177,2999.00,Premium,"[""Top Rated"",""Guarantee""]",1,2,1 Hour,"[""https://picsum.photos/400""]"
102000000178,2026-03-10 13:00:00+00,110010100001,Electrician Emergency Night Service,Professional service to keep everything running smoothly.,499.00,true,electrician-emergency-night-service-178,699.00,Urgent,"[""Top Rated"",""Guarantee""]",1,2,1 Hour,"[""https://picsum.photos/400""]"
102000000179,2026-03-10 13:00:00+00,30123650001,Electrician Weekend Special Service,Professional service to keep everything running smoothly.,299.00,true,electrician-weekend-special-service-179,399.00,,"[""Top Rated"",""Guarantee""]",1,2,1 Hour,"[""https://picsum.photos/400""]"
102000000180,2026-03-10 13:00:00+00,110010100001,Electrician Festive Cleaning,Professional service to keep everything running smoothly.,349.00,true,electrician-festive-cleaning-180,499.00,Offer,"[""Top Rated"",""Guarantee""]",1,2,90 mins,"[""https://picsum.photos/400""]"
102000000181,2026-03-10 13:00:00+00,30123650001,Electrician Smart Upgrade,Professional service to keep everything running smoothly.,999.00,true,electrician-smart-upgrade-181,1299.00,,"[""Top Rated"",""Guarantee""]",1,2,2 Hour,"[""https://picsum.photos/400""]"
102000000182,2026-03-10 13:00:00+00,110010100001,Electrician Eco-Friendly Cleaning,Professional service to keep everything running smoothly.,449.00,true,electrician-eco-friendly-cleaning-182,599.00,Green,"[""Top Rated"",""Guarantee""]",1,2,1 Hour,"[""https://picsum.photos/400""]"
102000000183,2026-03-10 13:00:00+00,30123650001,Electrician Deep Sanitization,Professional service to keep everything running smoothly.,399.00,true,electrician-deep-sanitization-183,549.00,,"[""Top Rated"",""Guarantee""]",1,2,1 Hour,"[""https://picsum.photos/400""]"
102000000184,2026-03-10 13:00:00+00,110010100001,Electrician Quick Fix 15 Mins,Professional service to keep everything running smoothly.,149.00,true,electrician-quick-fix-15-mins-184,199.00,Fast,"[""Top Rated"",""Guarantee""]",1,2,15 mins,"[""https://picsum.photos/400""]"
102000000185,2026-03-10 13:00:00+00,30123650001,Electrician Premium Care Package,Professional service to keep everything running smoothly.,799.00,true,electrician-premium-care-package-185,999.00,,"[""Top Rated"",""Guarantee""]",1,2,2 Hour,"[""https://picsum.photos/400""]"
102000000186,2026-03-10 13:00:00+00,110010100001,Electrician Budget Friendly Repair,Professional service to keep everything running smoothly.,249.00,true,electrician-budget-friendly-repair-186,349.00,Budget,"[""Top Rated"",""Guarantee""]",1,2,1 Hour,"[""https://picsum.photos/400""]"
102000000187,2026-03-10 13:00:00+00,30123650001,Electrician Express Diagnostic,Professional service to keep everything running smoothly.,129.00,true,electrician-express-diagnostic-187,199.00,,"[""Top Rated"",""Guarantee""]",1,2,30 mins,"[""https://picsum.photos/400""]"
102000000188,2026-03-10 13:00:00+00,110010100001,Electrician Heavy Duty Repair,Professional service to keep everything running smoothly.,1199.00,true,electrician-heavy-duty-repair-188,1499.00,Pro,"[""Top Rated"",""Guarantee""]",1,2,4 Hour,"[""https://picsum.photos/400""]"
102000000189,2026-03-10 13:00:00+00,30123650001,Electrician Moving Relocation Setup,Professional service to keep everything running smoothly.,899.00,true,electrician-moving-relocation-setup-189,1199.00,,"[""Top Rated"",""Guarantee""]",1,2,3 Hour,"[""https://picsum.photos/400""]"
102000000190,2026-03-10 13:00:00+00,110010100001,Electrician Consultation & Advice,Professional service to keep everything running smoothly.,49.00,true,electrician-consultation-advice-190,99.00,Online,"[""Top Rated"",""Guarantee""]",1,2,30 mins,"[""https://picsum.photos/400""]"
102000000191,2026-03-10 13:00:00+00,30123650001,Plumber Inspection,Professional service to keep everything running smoothly.,99.00,true,plumber-inspection-191,149.00,,"[""Top Rated"",""Guarantee""]",1,3,30 mins,"[""https://picsum.photos/400""]"
102000000192,2026-03-10 13:00:00+00,110010100001,Plumber Minor Fix,Professional service to keep everything running smoothly.,199.00,true,plumber-minor-fix-192,299.00,Value,"[""Top Rated"",""Guarantee""]",1,3,1 Hour,"[""https://picsum.photos/400""]"
102000000193,2026-03-10 13:00:00+00,30123650001,Plumber Major Repair,Professional service to keep everything running smoothly.,599.00,true,plumber-major-repair-193,799.00,,"[""Top Rated"",""Guarantee""]",1,3,2 Hour,"[""https://picsum.photos/400""]"
102000000194,2026-03-10 13:00:00+00,110010100001,Plumber Component Replacement,Professional service to keep everything running smoothly.,899.00,true,plumber-component-replacement-194,1199.00,,"[""Top Rated"",""Guarantee""]",1,3,3 Hour,"[""https://picsum.photos/400""]"
102000000195,2026-03-10 13:00:00+00,30123650001,Plumber Complete Installation,Professional service to keep everything running smoothly.,1299.00,true,plumber-complete-installation-195,1599.00,Bestseller,"[""Top Rated"",""Guarantee""]",1,3,4 Hour,"[""https://picsum.photos/400""]"
102000000196,2026-03-10 13:00:00+00,110010100001,Plumber Uninstallation Service,Professional service to keep everything running smoothly.,399.00,true,plumber-uninstallation-service-196,599.00,,"[""Top Rated"",""Guarantee""]",1,3,1 Hour,"[""https://picsum.photos/400""]"
102000000197,2026-03-10 13:00:00+00,30123650001,Plumber Annual Maintenance Contract,Professional service to keep everything running smoothly.,2499.00,true,plumber-annual-maintenance-contract-197,2999.00,Premium,"[""Top Rated"",""Guarantee""]",1,3,1 Hour,"[""https://picsum.photos/400""]"
102000000198,2026-03-10 13:00:00+00,110010100001,Plumber Emergency Night Service,Professional service to keep everything running smoothly.,499.00,true,plumber-emergency-night-service-198,699.00,Urgent,"[""Top Rated"",""Guarantee""]",1,3,1 Hour,"[""https://picsum.photos/400""]"
102000000199,2026-03-10 13:00:00+00,30123650001,Plumber Weekend Special Service,Professional service to keep everything running smoothly.,299.00,true,plumber-weekend-special-service-199,399.00,,"[""Top Rated"",""Guarantee""]",1,3,1 Hour,"[""https://picsum.photos/400""]"
102000000200,2026-03-10 13:00:00+00,110010100001,Plumber Festive Cleaning,Professional service to keep everything running smoothly.,349.00,true,plumber-festive-cleaning-200,499.00,Offer,"[""Top Rated"",""Guarantee""]",1,3,90 mins,"[""https://picsum.photos/400""]"
102000000201,2026-03-10 13:00:00+00,30123650001,Plumber Smart Upgrade,Professional service to keep everything running smoothly.,999.00,true,plumber-smart-upgrade-201,1299.00,,"[""Top Rated"",""Guarantee""]",1,3,2 Hour,"[""https://picsum.photos/400""]"
102000000202,2026-03-10 13:00:00+00,110010100001,Plumber Eco-Friendly Cleaning,Professional service to keep everything running smoothly.,449.00,true,plumber-eco-friendly-cleaning-202,599.00,Green,"[""Top Rated"",""Guarantee""]",1,3,1 Hour,"[""https://picsum.photos/400""]"
102000000203,2026-03-10 13:00:00+00,30123650001,Plumber Deep Sanitization,Professional service to keep everything running smoothly.,399.00,true,plumber-deep-sanitization-203,549.00,,"[""Top Rated"",""Guarantee""]",1,3,1 Hour,"[""https://picsum.photos/400""]"
102000000204,2026-03-10 13:00:00+00,110010100001,Plumber Quick Fix 15 Mins,Professional service to keep everything running smoothly.,149.00,true,plumber-quick-fix-15-mins-204,199.00,Fast,"[""Top Rated"",""Guarantee""]",1,3,15 mins,"[""https://picsum.photos/400""]"
102000000205,2026-03-10 13:00:00+00,30123650001,Plumber Premium Care Package,Professional service to keep everything running smoothly.,799.00,true,plumber-premium-care-package-205,999.00,,"[""Top Rated"",""Guarantee""]",1,3,2 Hour,"[""https://picsum.photos/400""]"
102000000206,2026-03-10 13:00:00+00,110010100001,Plumber Budget Friendly Repair,Professional service to keep everything running smoothly.,249.00,true,plumber-budget-friendly-repair-206,349.00,Budget,"[""Top Rated"",""Guarantee""]",1,3,1 Hour,"[""https://picsum.photos/400""]"
102000000207,2026-03-10 13:00:00+00,30123650001,Plumber Express Diagnostic,Professional service to keep everything running smoothly.,129.00,true,plumber-express-diagnostic-207,199.00,,"[""Top Rated"",""Guarantee""]",1,3,30 mins,"[""https://picsum.photos/400""]"
102000000208,2026-03-10 13:00:00+00,110010100001,Plumber Heavy Duty Repair,Professional service to keep everything running smoothly.,1199.00,true,plumber-heavy-duty-repair-208,1499.00,Pro,"[""Top Rated"",""Guarantee""]",1,3,4 Hour,"[""https://picsum.photos/400""]"
102000000209,2026-03-10 13:00:00+00,30123650001,Plumber Moving Relocation Setup,Professional service to keep everything running smoothly.,899.00,true,plumber-moving-relocation-setup-209,1199.00,,"[""Top Rated"",""Guarantee""]",1,3,3 Hour,"[""https://picsum.photos/400""]"
102000000210,2026-03-10 13:00:00+00,110010100001,Plumber Consultation & Advice,Professional service to keep everything running smoothly.,49.00,true,plumber-consultation-advice-210,99.00,Online,"[""Top Rated"",""Guarantee""]",1,3,30 mins,"[""https://picsum.photos/400""]"
102000000211,2026-03-10 13:00:00+00,30123650001,Carpenter Inspection,Professional service to keep everything running smoothly.,99.00,true,carpenter-inspection-211,149.00,,"[""Top Rated"",""Guarantee""]",1,4,30 mins,"[""https://picsum.photos/400""]"
102000000212,2026-03-10 13:00:00+00,110010100001,Carpenter Minor Fix,Professional service to keep everything running smoothly.,199.00,true,carpenter-minor-fix-212,299.00,Value,"[""Top Rated"",""Guarantee""]",1,4,1 Hour,"[""https://picsum.photos/400""]"
102000000213,2026-03-10 13:00:00+00,30123650001,Carpenter Major Repair,Professional service to keep everything running smoothly.,599.00,true,carpenter-major-repair-213,799.00,,"[""Top Rated"",""Guarantee""]",1,4,2 Hour,"[""https://picsum.photos/400""]"
102000000214,2026-03-10 13:00:00+00,110010100001,Carpenter Component Replacement,Professional service to keep everything running smoothly.,899.00,true,carpenter-component-replacement-214,1199.00,,"[""Top Rated"",""Guarantee""]",1,4,3 Hour,"[""https://picsum.photos/400""]"
102000000215,2026-03-10 13:00:00+00,30123650001,Carpenter Complete Installation,Professional service to keep everything running smoothly.,1299.00,true,carpenter-complete-installation-215,1599.00,Bestseller,"[""Top Rated"",""Guarantee""]",1,4,4 Hour,"[""https://picsum.photos/400""]"
102000000216,2026-03-10 13:00:00+00,110010100001,Carpenter Uninstallation Service,Professional service to keep everything running smoothly.,399.00,true,carpenter-uninstallation-service-216,599.00,,"[""Top Rated"",""Guarantee""]",1,4,1 Hour,"[""https://picsum.photos/400""]"
102000000217,2026-03-10 13:00:00+00,30123650001,Carpenter Annual Maintenance Contract,Professional service to keep everything running smoothly.,2499.00,true,carpenter-annual-maintenance-contract-217,2999.00,Premium,"[""Top Rated"",""Guarantee""]",1,4,1 Hour,"[""https://picsum.photos/400""]"
102000000218,2026-03-10 13:00:00+00,110010100001,Carpenter Emergency Night Service,Professional service to keep everything running smoothly.,499.00,true,carpenter-emergency-night-service-218,699.00,Urgent,"[""Top Rated"",""Guarantee""]",1,4,1 Hour,"[""https://picsum.photos/400""]"
102000000219,2026-03-10 13:00:00+00,30123650001,Carpenter Weekend Special Service,Professional service to keep everything running smoothly.,299.00,true,carpenter-weekend-special-service-219,399.00,,"[""Top Rated"",""Guarantee""]",1,4,1 Hour,"[""https://picsum.photos/400""]"
102000000220,2026-03-10 13:00:00+00,110010100001,Carpenter Festive Cleaning,Professional service to keep everything running smoothly.,349.00,true,carpenter-festive-cleaning-220,499.00,Offer,"[""Top Rated"",""Guarantee""]",1,4,90 mins,"[""https://picsum.photos/400""]"
102000000221,2026-03-10 13:00:00+00,30123650001,Carpenter Smart Upgrade,Professional service to keep everything running smoothly.,999.00,true,carpenter-smart-upgrade-221,1299.00,,"[""Top Rated"",""Guarantee""]",1,4,2 Hour,"[""https://picsum.photos/400""]"
102000000222,2026-03-10 13:00:00+00,110010100001,Carpenter Eco-Friendly Cleaning,Professional service to keep everything running smoothly.,449.00,true,carpenter-eco-friendly-cleaning-222,599.00,Green,"[""Top Rated"",""Guarantee""]",1,4,1 Hour,"[""https://picsum.photos/400""]"
102000000223,2026-03-10 13:00:00+00,30123650001,Carpenter Deep Sanitization,Professional service to keep everything running smoothly.,399.00,true,carpenter-deep-sanitization-223,549.00,,"[""Top Rated"",""Guarantee""]",1,4,1 Hour,"[""https://picsum.photos/400""]"
102000000224,2026-03-10 13:00:00+00,110010100001,Carpenter Quick Fix 15 Mins,Professional service to keep everything running smoothly.,149.00,true,carpenter-quick-fix-15-mins-224,199.00,Fast,"[""Top Rated"",""Guarantee""]",1,4,15 mins,"[""https://picsum.photos/400""]"
102000000225,2026-03-10 13:00:00+00,30123650001,Carpenter Premium Care Package,Professional service to keep everything running smoothly.,799.00,true,carpenter-premium-care-package-225,999.00,,"[""Top Rated"",""Guarantee""]",1,4,2 Hour,"[""https://picsum.photos/400""]"
102000000226,2026-03-10 13:00:00+00,110010100001,Carpenter Budget Friendly Repair,Professional service to keep everything running smoothly.,249.00,true,carpenter-budget-friendly-repair-226,349.00,Budget,"[""Top Rated"",""Guarantee""]",1,4,1 Hour,"[""https://picsum.photos/400""]"
102000000227,2026-03-10 13:00:00+00,30123650001,Carpenter Express Diagnostic,Professional service to keep everything running smoothly.,129.00,true,carpenter-express-diagnostic-227,199.00,,"[""Top Rated"",""Guarantee""]",1,4,30 mins,"[""https://picsum.photos/400""]"
102000000228,2026-03-10 13:00:00+00,110010100001,Carpenter Heavy Duty Repair,Professional service to keep everything running smoothly.,1199.00,true,carpenter-heavy-duty-repair-228,1499.00,Pro,"[""Top Rated"",""Guarantee""]",1,4,4 Hour,"[""https://picsum.photos/400""]"
102000000229,2026-03-10 13:00:00+00,30123650001,Carpenter Moving Relocation Setup,Professional service to keep everything running smoothly.,899.00,true,carpenter-moving-relocation-setup-229,1199.00,,"[""Top Rated"",""Guarantee""]",1,4,3 Hour,"[""https://picsum.photos/400""]"
102000000230,2026-03-10 13:00:00+00,110010100001,Carpenter Consultation & Advice,Professional service to keep everything running smoothly.,49.00,true,carpenter-consultation-advice-230,99.00,Online,"[""Top Rated"",""Guarantee""]",1,4,30 mins,"[""https://picsum.photos/400""]"
102000000231,2026-03-10 13:00:00+00,30123650001,Men's Salon Inspection,Professional service to keep everything running smoothly.,99.00,true,mens-salon-inspection-231,149.00,,"[""Top Rated"",""Guarantee""]",2,5,30 mins,"[""https://picsum.photos/400""]"
102000000232,2026-03-10 13:00:00+00,110010100001,Men's Salon Minor Fix,Professional service to keep everything running smoothly.,199.00,true,mens-salon-minor-fix-232,299.00,Value,"[""Top Rated"",""Guarantee""]",2,5,1 Hour,"[""https://picsum.photos/400""]"
102000000233,2026-03-10 13:00:00+00,30123650001,Men's Salon Major Repair,Professional service to keep everything running smoothly.,599.00,true,mens-salon-major-repair-233,799.00,,"[""Top Rated"",""Guarantee""]",2,5,2 Hour,"[""https://picsum.photos/400""]"
102000000234,2026-03-10 13:00:00+00,110010100001,Men's Salon Component Replacement,Professional service to keep everything running smoothly.,899.00,true,mens-salon-component-replacement-234,1199.00,,"[""Top Rated"",""Guarantee""]",2,5,3 Hour,"[""https://picsum.photos/400""]"
102000000235,2026-03-10 13:00:00+00,30123650001,Men's Salon Complete Installation,Professional service to keep everything running smoothly.,1299.00,true,mens-salon-complete-installation-235,1599.00,Bestseller,"[""Top Rated"",""Guarantee""]",2,5,4 Hour,"[""https://picsum.photos/400""]"
102000000236,2026-03-10 13:00:00+00,110010100001,Men's Salon Uninstallation Service,Professional service to keep everything running smoothly.,399.00,true,mens-salon-uninstallation-service-236,599.00,,"[""Top Rated"",""Guarantee""]",2,5,1 Hour,"[""https://picsum.photos/400""]"
102000000237,2026-03-10 13:00:00+00,30123650001,Men's Salon Annual Maintenance Contract,Professional service to keep everything running smoothly.,2499.00,true,mens-salon-annual-maintenance-contract-237,2999.00,Premium,"[""Top Rated"",""Guarantee""]",2,5,1 Hour,"[""https://picsum.photos/400""]"
102000000238,2026-03-10 13:00:00+00,110010100001,Men's Salon Emergency Night Service,Professional service to keep everything running smoothly.,499.00,true,mens-salon-emergency-night-service-238,699.00,Urgent,"[""Top Rated"",""Guarantee""]",2,5,1 Hour,"[""https://picsum.photos/400""]"
102000000239,2026-03-10 13:00:00+00,30123650001,Men's Salon Weekend Special Service,Professional service to keep everything running smoothly.,299.00,true,mens-salon-weekend-special-service-239,399.00,,"[""Top Rated"",""Guarantee""]",2,5,1 Hour,"[""https://picsum.photos/400""]"
102000000240,2026-03-10 13:00:00+00,110010100001,Men's Salon Festive Cleaning,Professional service to keep everything running smoothly.,349.00,true,mens-salon-festive-cleaning-240,499.00,Offer,"[""Top Rated"",""Guarantee""]",2,5,90 mins,"[""https://picsum.photos/400""]"
102000000241,2026-03-10 13:00:00+00,30123650001,Men's Salon Smart Upgrade,Professional service to keep everything running smoothly.,999.00,true,mens-salon-smart-upgrade-241,1299.00,,"[""Top Rated"",""Guarantee""]",2,5,2 Hour,"[""https://picsum.photos/400""]"
102000000242,2026-03-10 13:00:00+00,110010100001,Men's Salon Eco-Friendly Cleaning,Professional service to keep everything running smoothly.,449.00,true,mens-salon-eco-friendly-cleaning-242,599.00,Green,"[""Top Rated"",""Guarantee""]",2,5,1 Hour,"[""https://picsum.photos/400""]"
102000000243,2026-03-10 13:00:00+00,30123650001,Men's Salon Deep Sanitization,Professional service to keep everything running smoothly.,399.00,true,mens-salon-deep-sanitization-243,549.00,,"[""Top Rated"",""Guarantee""]",2,5,1 Hour,"[""https://picsum.photos/400""]"
102000000244,2026-03-10 13:00:00+00,110010100001,Men's Salon Quick Fix 15 Mins,Professional service to keep everything running smoothly.,149.00,true,mens-salon-quick-fix-15-mins-244,199.00,Fast,"[""Top Rated"",""Guarantee""]",2,5,15 mins,"[""https://picsum.photos/400""]"
102000000245,2026-03-10 13:00:00+00,30123650001,Men's Salon Premium Care Package,Professional service to keep everything running smoothly.,799.00,true,mens-salon-premium-care-package-245,999.00,,"[""Top Rated"",""Guarantee""]",2,5,2 Hour,"[""https://picsum.photos/400""]"
102000000246,2026-03-10 13:00:00+00,110010100001,Men's Salon Budget Friendly Repair,Professional service to keep everything running smoothly.,249.00,true,mens-salon-budget-friendly-repair-246,349.00,Budget,"[""Top Rated"",""Guarantee""]",2,5,1 Hour,"[""https://picsum.photos/400""]"
102000000247,2026-03-10 13:00:00+00,30123650001,Men's Salon Express Diagnostic,Professional service to keep everything running smoothly.,129.00,true,mens-salon-express-diagnostic-247,199.00,,"[""Top Rated"",""Guarantee""]",2,5,30 mins,"[""https://picsum.photos/400""]"
102000000248,2026-03-10 13:00:00+00,110010100001,Men's Salon Heavy Duty Repair,Professional service to keep everything running smoothly.,1199.00,true,mens-salon-heavy-duty-repair-248,1499.00,Pro,"[""Top Rated"",""Guarantee""]",2,5,4 Hour,"[""https://picsum.photos/400""]"
102000000249,2026-03-10 13:00:00+00,30123650001,Men's Salon Moving Relocation Setup,Professional service to keep everything running smoothly.,899.00,true,mens-salon-moving-relocation-setup-249,1199.00,,"[""Top Rated"",""Guarantee""]",2,5,3 Hour,"[""https://picsum.photos/400""]"
102000000250,2026-03-10 13:00:00+00,110010100001,Men's Salon Consultation & Advice,Professional service to keep everything running smoothly.,49.00,true,mens-salon-consultation-advice-250,99.00,Online,"[""Top Rated"",""Guarantee""]",2,5,30 mins,"[""https://picsum.photos/400""]"
102000000251,2026-03-10 13:00:00+00,30123650001,Women's Salon Inspection,Professional service to keep everything running smoothly.,99.00,true,womens-salon-inspection-251,149.00,,"[""Top Rated"",""Guarantee""]",2,6,30 mins,"[""https://picsum.photos/400""]"
